id,text,toxicity_level,created_at
534,Have a great day!,none,2023-01-01 08:53:00
535,Nice to meet you.,none,2023-01-01 08:54:00
536,That sounds like a good idea.,none,2023-01-01 08:55:00
537,I hope you're doing well.,none,2023-01-01 08:56:00
538,That sounds like a good idea.,none,2023-01-01 08:57:00
539,Nice to meet you.,none,2023-01-01 08:58:00
540,Thank you for your help.,none,2023-01-01 08:59:00
541,Nice to meet you.,none,2023-01-01 09:00:00
542,Have a great day!,none,2023-01-01 09:01:00
543,That sounds like a good idea.,none,2023-01-01 09:02:00
544,Have a great day!,none,2023-01-01 09:03:00
545,I hope you're doing well.,none,2023-01-01 09:04:00
546,Nice to meet you.,none,2023-01-01 09:05:00
547,I hope you're doing well.,none,2023-01-01 09:06:00
548,Have a great day!,none,2023-01-01 09:07:00
549,I hope you're doing well.,none,2023-01-01 09:08:00
550,Have a great day!,none,2023-01-01 09:09:00
551,Have a great day!,none,2023-01-01 09:10:00
552,Thank you for your help.,none,2023-01-01 09:11:00
553,Have a great day!,none,2023-01-01 09:12:00
554,Nice to meet you.,none,2023-01-01 09:13:00
555,Nice to meet you.,none,2023-01-01 09:14:00
556,I hope you're doing well.,none,2023-01-01 09:15:00
557,Nice to meet you.,none,2023-01-01 09:16:00
558,I hope you're doing well.,none,2023-01-01 09:17:00
559,I hope you're doing well.,none,2023-01-01 09:18:00
560,Thank you for your help.,none,2023-01-01 09:19:00
561,Nice to meet you.,none,2023-01-01 09:20:00
562,Have a great day!,none,2023-01-01 09:21:00
563,Nice to meet you.,none,2023-01-01 09:22:00
564,Have a great day!,none,2023-01-01 09:23:00
565,Have a great day!,none,2023-01-01 09:24:00
566,Nice to meet you.,none,2023-01-01 09:25:00
567,Thank you for your help.,none,2023-01-01 09:26:00
568,Thank you for your help.,none,2023-01-01 09:27:00
569,Nice to meet you.,none,2023-01-01 09:28:00
570,I hope you're doing well.,none,2023-01-01 09:29:00
571,Nice to meet you.,none,2023-01-01 09:30:00
572,That sounds like a good idea.,none,2023-01-01 09:31:00
573,I hope you're doing well.,none,2023-01-01 09:32:00
574,That sounds like a good idea.,none,2023-01-01 09:33:00
575,Thank you for your help.,none,2023-01-01 09:34:00
576,Have a great day!,none,2023-01-01 09:35:00
577,Thank you for your help.,none,2023-01-01 09:36:00
578,Thank you for your help.,none,2023-01-01 09:37:00
579,I hope you're doing well.,none,2023-01-01 09:38:00
580,Have a great day!,none,2023-01-01 09:39:00
581,I hope you're doing well.,none,2023-01-01 09:40:00
582,Have a great day!,none,2023-01-01 09:41:00
583,Thank you for your help.,none,2023-01-01 09:42:00
584,I hope you're doing well.,none,2023-01-01 09:43:00
585,Have a great day!,none,2023-01-01 09:44:00
586,Nice to meet you.,none,2023-01-01 09:45:00
587,I hope you're doing well.,none,2023-01-01 09:46:00
588,Have a great day!,none,2023-01-01 09:47:00
589,That sounds like a good idea.,none,2023-01-01 09:48:00
590,Nice to meet you.,none,2023-01-01 09:49:00
591,That sounds like a good idea.,none,2023-01-01 09:50:00
592,That sounds like a good idea.,none,2023-01-01 09:51:00
593,Thank you for your help.,none,2023-01-01 09:52:00
594,I hope you're doing well.,none,2023-01-01 09:53:00
595,Thank you for your help.,none,2023-01-01 09:54:00
596,Nice to meet you.,none,2023-01-01 09:55:00
597,That sounds like a good idea.,none,2023-01-01 09:56:00
598,Have a great day!,none,2023-01-01 09:57:00
599,Nice to meet you.,none,2023-01-01 09:58:00
600,Have a great day!,none,2023-01-01 09:59:00
601,I hope you're doing well.,none,2023-01-01 10:00:00
602,Thank you for your help.,none,2023-01-01 10:01:00
603,Nice to meet you.,none,2023-01-01 10:02:00
604,That sounds like a good idea.,none,2023-01-01 10:03:00
605,Nice to meet you.,none,2023-01-01 10:04:00
606,Nice to meet you.,none,2023-01-01 10:05:00
607,Nice to meet you.,none,2023-01-01 10:06:00
608,I hope you're doing well.,none,2023-01-01 10:07:00
609,I hope you're doing well.,none,2023-01-01 10:08:00
610,I hope you're doing well.,none,2023-01-01 10:09:00
611,Thank you for your help.,none,2023-01-01 10:10:00
612,Have a great day!,none,2023-01-01 10:11:00
613,I hope you're doing well.,none,2023-01-01 10:12:00
614,Thank you for your help.,none,2023-01-01 10:13:00
615,Nice to meet you.,none,2023-01-01 10:14:00
616,That sounds like a good idea.,none,2023-01-01 10:15:00
617,Nice to meet you.,none,2023-01-01 10:16:00
618,Thank you for your help.,none,2023-01-01 10:17:00
619,Nice to meet you.,none,2023-01-01 10:18:00
620,I hope you're doing well.,none,2023-01-01 10:19:00
621,Thank you for your help.,none,2023-01-01 10:20:00
622,Thank you for your help.,none,2023-01-01 10:21:00
623,I hope you're doing well.,none,2023-01-01 10:22:00
624,Thank you for your help.,none,2023-01-01 10:23:00
625,That sounds like a good idea.,none,2023-01-01 10:24:00
626,Have a great day!,none,2023-01-01 10:25:00
627,Nice to meet you.,none,2023-01-01 10:26:00
628,Thank you for your help.,none,2023-01-01 10:27:00
629,Have a great day!,none,2023-01-01 10:28:00
630,Nice to meet you.,none,2023-01-01 10:29:00
631,Thank you for your help.,none,2023-01-01 10:30:00
632,Have a great day!,none,2023-01-01 10:31:00
633,Nice to meet you.,none,2023-01-01 10:32:00
634,That sounds like a good idea.,none,2023-01-01 10:33:00
635,I hope you're doing well.,none,2023-01-01 10:34:00
636,I hope you're doing well.,none,2023-01-01 10:35:00
637,That sounds like a good idea.,none,2023-01-01 10:36:00
638,I hope you're doing well.,none,2023-01-01 10:37:00
639,Thank you for your help.,none,2023-01-01 10:38:00
640,Have a great day!,none,2023-01-01 10:39:00
641,Have a great day!,none,2023-01-01 10:40:00
642,I hope you're doing well.,none,2023-01-01 10:41:00
643,I hope you're doing well.,none,2023-01-01 10:42:00
644,Nice to meet you.,none,2023-01-01 10:43:00
645,I hope you're doing well.,none,2023-01-01 10:44:00
646,That sounds like a good idea.,none,2023-01-01 10:45:00
647,I hope you're doing well.,none,2023-01-01 10:46:00
648,Thank you for your help.,none,2023-01-01 10:47:00
649,Nice to meet you.,none,2023-01-01 10:48:00
650,I hope you're doing well.,none,2023-01-01 10:49:00
651,That sounds like a good idea.,none,2023-01-01 10:50:00
652,Nice to meet you.,none,2023-01-01 10:51:00
653,Nice to meet you.,none,2023-01-01 10:52:00
654,Nice to meet you.,none,2023-01-01 10:53:00
655,Nice to meet you.,none,2023-01-01 10:54:00
656,I hope you're doing well.,none,2023-01-01 10:55:00
657,Thank you for your help.,none,2023-01-01 10:56:00
658,Thank you for your help.,none,2023-01-01 10:57:00
659,Have a great day!,none,2023-01-01 10:58:00
660,Nice to meet you.,none,2023-01-01 10:59:00
661,I hope you're doing well.,none,2023-01-01 11:00:00
662,Have a great day!,none,2023-01-01 11:01:00
663,Thank you for your help.,none,2023-01-01 11:02:00
664,Thank you for your help.,none,2023-01-01 11:03:00
665,Nice to meet you.,none,2023-01-01 11:04:00
666,That sounds like a good idea.,none,2023-01-01 11:05:00
667,Have a great day!,none,2023-01-01 11:06:00
668,I hope you're doing well.,none,2023-01-01 11:07:00
669,Have a great day!,none,2023-01-01 11:08:00
670,I hope you're doing well.,none,2023-01-01 11:09:00
671,Nice to meet you.,none,2023-01-01 11:10:00
672,Have a great day!,none,2023-01-01 11:11:00
673,Nice to meet you.,none,2023-01-01 11:12:00
674,Nice to meet you.,none,2023-01-01 11:13:00
675,Have a great day!,none,2023-01-01 11:14:00
676,Thank you for your help.,none,2023-01-01 11:15:00
677,Nice to meet you.,none,2023-01-01 11:16:00
678,Have a great day!,none,2023-01-01 11:17:00
679,Have a great day!,none,2023-01-01 11:18:00
680,Have a great day!,none,2023-01-01 11:19:00
681,Nice to meet you.,none,2023-01-01 11:20:00
682,Thank you for your help.,none,2023-01-01 11:21:00
683,I hope you're doing well.,none,2023-01-01 11:22:00
684,I hope you're doing well.,none,2023-01-01 11:23:00
685,Have a great day!,none,2023-01-01 11:24:00
686,Have a great day!,none,2023-01-01 11:25:00
687,Nice to meet you.,none,2023-01-01 11:26:00
688,Have a great day!,none,2023-01-01 11:27:00
689,I hope you're doing well.,none,2023-01-01 11:28:00
690,Have a great day!,none,2023-01-01 11:29:00
691,Nice to meet you.,none,2023-01-01 11:30:00
692,Thank you for your help.,none,2023-01-01 11:31:00
693,Nice to meet you.,none,2023-01-01 11:32:00
694,That sounds like a good idea.,none,2023-01-01 11:33:00
695,That sounds like a good idea.,none,2023-01-01 11:34:00
696,Have a great day!,none,2023-01-01 11:35:00
697,Thank you for your help.,none,2023-01-01 11:36:00
698,Nice to meet you.,none,2023-01-01 11:37:00
699,Nice to meet you.,none,2023-01-01 11:38:00
700,Have a great day!,none,2023-01-01 11:39:00
701,That sounds like a good idea.,none,2023-01-01 11:40:00
702,I hope you're doing well.,none,2023-01-01 11:41:00
703,Nice to meet you.,none,2023-01-01 11:42:00
704,Have a great day!,none,2023-01-01 11:43:00
705,I hope you're doing well.,none,2023-01-01 11:44:00
706,Nice to meet you.,none,2023-01-01 11:45:00
707,That sounds like a good idea.,none,2023-01-01 11:46:00
708,Thank you for your help.,none,2023-01-01 11:47:00
709,That sounds like a good idea.,none,2023-01-01 11:48:00
710,Have a great day!,none,2023-01-01 11:49:00
711,Have a great day!,none,2023-01-01 11:50:00
712,Have a great day!,none,2023-01-01 11:51:00
713,Nice to meet you.,none,2023-01-01 11:52:00
714,Nice to meet you.,none,2023-01-01 11:53:00
715,I hope you're doing well.,none,2023-01-01 11:54:00
716,Nice to meet you.,none,2023-01-01 11:55:00
717,I hope you're doing well.,none,2023-01-01 11:56:00
718,I hope you're doing well.,none,2023-01-01 11:57:00
719,I hope you're doing well.,none,2023-01-01 11:58:00
720,Thank you for your help.,none,2023-01-01 11:59:00
721,Nice to meet you.,none,2023-01-01 12:00:00
722,That sounds like a good idea.,none,2023-01-01 12:01:00
723,That sounds like a good idea.,none,2023-01-01 12:02:00
724,I hope you're doing well.,none,2023-01-01 12:03:00
725,Nice to meet you.,none,2023-01-01 12:04:00
726,Thank you for your help.,none,2023-01-01 12:05:00
727,I hope you're doing well.,none,2023-01-01 12:06:00
728,Have a great day!,none,2023-01-01 12:07:00
729,That sounds like a good idea.,none,2023-01-01 12:08:00
730,That sounds like a good idea.,none,2023-01-01 12:09:00
731,Nice to meet you.,none,2023-01-01 12:10:00
732,I hope you're doing well.,none,2023-01-01 12:11:00
733,Thank you for your help.,none,2023-01-01 12:12:00
734,Nice to meet you.,none,2023-01-01 12:13:00
735,Have a great day!,none,2023-01-01 12:14:00
736,I hope you're doing well.,none,2023-01-01 12:15:00
737,Have a great day!,none,2023-01-01 12:16:00
738,Thank you for your help.,none,2023-01-01 12:17:00
739,Have a great day!,none,2023-01-01 12:18:00
740,That sounds like a good idea.,none,2023-01-01 12:19:00
741,Nice to meet you.,none,2023-01-01 12:20:00
742,Have a great day!,none,2023-01-01 12:21:00
743,Have a great day!,none,2023-01-01 12:22:00
744,Have a great day!,none,2023-01-01 12:23:00
745,Have a great day!,none,2023-01-01 12:24:00
746,Have a great day!,none,2023-01-01 12:25:00
747,That sounds like a good idea.,none,2023-01-01 12:26:00
748,That sounds like a good idea.,none,2023-01-01 12:27:00
749,That sounds like a good idea.,none,2023-01-01 12:28:00
750,Thank you for your help.,none,2023-01-01 12:29:00
751,I hope you're doing well.,none,2023-01-01 12:30:00
752,I hope you're doing well.,none,2023-01-01 12:31:00
753,Have a great day!,none,2023-01-01 12:32:00
754,Thank you for your help.,none,2023-01-01 12:33:00
755,I hope you're doing well.,none,2023-01-01 12:34:00
756,Nice to meet you.,none,2023-01-01 12:35:00
757,Thank you for your help.,none,2023-01-01 12:36:00
758,Have a great day!,none,2023-01-01 12:37:00
759,I hope you're doing well.,none,2023-01-01 12:38:00
760,Have a great day!,none,2023-01-01 12:39:00
761,I hope you're doing well.,none,2023-01-01 12:40:00
762,Have a great day!,none,2023-01-01 12:41:00
763,Have a great day!,none,2023-01-01 12:42:00
764,That sounds like a good idea.,none,2023-01-01 12:43:00
765,Have a great day!,none,2023-01-01 12:44:00
766,Nice to meet you.,none,2023-01-01 12:45:00
767,Have a great day!,none,2023-01-01 12:46:00
768,That sounds like a good idea.,none,2023-01-01 12:47:00
769,Have a great day!,none,2023-01-01 12:48:00
770,Nice to meet you.,none,2023-01-01 12:49:00
771,Have a great day!,none,2023-01-01 12:50:00
772,Have a great day!,none,2023-01-01 12:51:00
773,That sounds like a good idea.,none,2023-01-01 12:52:00
774,Nice to meet you.,none,2023-01-01 12:53:00
775,I hope you're doing well.,none,2023-01-01 12:54:00
776,That sounds like a good idea.,none,2023-01-01 12:55:00
777,Have a great day!,none,2023-01-01 12:56:00
778,Nice to meet you.,none,2023-01-01 12:57:00
779,Nice to meet you.,none,2023-01-01 12:58:00
780,I hope you're doing well.,none,2023-01-01 12:59:00
781,Have a great day!,none,2023-01-01 13:00:00
782,That sounds like a good idea.,none,2023-01-01 13:01:00
783,Thank you for your help.,none,2023-01-01 13:02:00
784,That sounds like a good idea.,none,2023-01-01 13:03:00
785,I hope you're doing well.,none,2023-01-01 13:04:00
786,Nice to meet you.,none,2023-01-01 13:05:00
787,Thank you for your help.,none,2023-01-01 13:06:00
788,Have a great day!,none,2023-01-01 13:07:00
789,I hope you're doing well.,none,2023-01-01 13:08:00
790,That sounds like a good idea.,none,2023-01-01 13:09:00
791,That sounds like a good idea.,none,2023-01-01 13:10:00
792,Have a great day!,none,2023-01-01 13:11:00
793,Nice to meet you.,none,2023-01-01 13:12:00
794,That sounds like a good idea.,none,2023-01-01 13:13:00
795,That sounds like a good idea.,none,2023-01-01 13:14:00
796,Have a great day!,none,2023-01-01 13:15:00
797,Thank you for your help.,none,2023-01-01 13:16:00
798,Thank you for your help.,none,2023-01-01 13:17:00
799,Have a great day!,none,2023-01-01 13:18:00
800,That sounds like a good idea.,none,2023-01-01 13:19:00
801,Thank you for your help.,none,2023-01-01 13:20:00
802,That sounds like a good idea.,none,2023-01-01 13:21:00
803,Nice to meet you.,none,2023-01-01 13:22:00
804,Nice to meet you.,none,2023-01-01 13:23:00
805,Nice to meet you.,none,2023-01-01 13:24:00
806,That sounds like a good idea.,none,2023-01-01 13:25:00
807,Have a great day!,none,2023-01-01 13:26:00
808,I hope you're doing well.,none,2023-01-01 13:27:00
809,That sounds like a good idea.,none,2023-01-01 13:28:00
810,I hope you're doing well.,none,2023-01-01 13:29:00
811,Have a great day!,none,2023-01-01 13:30:00
812,Nice to meet you.,none,2023-01-01 13:31:00
813,I hope you're doing well.,none,2023-01-01 13:32:00
814,Thank you for your help.,none,2023-01-01 13:33:00
815,I hope you're doing well.,none,2023-01-01 13:34:00
816,Thank you for your help.,none,2023-01-01 13:35:00
817,Have a great day!,none,2023-01-01 13:36:00
818,Thank you for your help.,none,2023-01-01 13:37:00
819,Thank you for your help.,none,2023-01-01 13:38:00
820,That sounds like a good idea.,none,2023-01-01 13:39:00
821,Nice to meet you.,none,2023-01-01 13:40:00
822,Nice to meet you.,none,2023-01-01 13:41:00
823,That sounds like a good idea.,none,2023-01-01 13:42:00
824,That sounds like a good idea.,none,2023-01-01 13:43:00
825,Thank you for your help.,none,2023-01-01 13:44:00
826,Thank you for your help.,none,2023-01-01 13:45:00
827,Nice to meet you.,none,2023-01-01 13:46:00
828,Nice to meet you.,none,2023-01-01 13:47:00
829,Thank you for your help.,none,2023-01-01 13:48:00
830,I hope you're doing well.,none,2023-01-01 13:49:00
831,I hope you're doing well.,none,2023-01-01 13:50:00
832,I hope you're doing well.,none,2023-01-01 13:51:00
833,Have a great day!,none,2023-01-01 13:52:00
834,I hope you're doing well.,none,2023-01-01 13:53:00
835,Nice to meet you.,none,2023-01-01 13:54:00
836,I hope you're doing well.,none,2023-01-01 13:55:00
837,That sounds like a good idea.,none,2023-01-01 13:56:00
838,Have a great day!,none,2023-01-01 13:57:00
839,Have a great day!,none,2023-01-01 13:58:00
840,Thank you for your help.,none,2023-01-01 13:59:00
841,Nice to meet you.,none,2023-01-01 14:00:00
842,Have a great day!,none,2023-01-01 14:01:00
843,I hope you're doing well.,none,2023-01-01 14:02:00
844,Thank you for your help.,none,2023-01-01 14:03:00
845,I hope you're doing well.,none,2023-01-01 14:04:00
846,Have a great day!,none,2023-01-01 14:05:00
847,Thank you for your help.,none,2023-01-01 14:06:00
848,That sounds like a good idea.,none,2023-01-01 14:07:00
849,That sounds like a good idea.,none,2023-01-01 14:08:00
850,I hope you're doing well.,none,2023-01-01 14:09:00
851,I hope you're doing well.,none,2023-01-01 14:10:00
852,That sounds like a good idea.,none,2023-01-01 14:11:00
853,Nice to meet you.,none,2023-01-01 14:12:00
854,Thank you for your help.,none,2023-01-01 14:13:00
855,I hope you're doing well.,none,2023-01-01 14:14:00
856,I hope you're doing well.,none,2023-01-01 14:15:00
857,I hope you're doing well.,none,2023-01-01 14:16:00
858,I hope you're doing well.,none,2023-01-01 14:17:00
859,That sounds like a good idea.,none,2023-01-01 14:18:00
860,Nice to meet you.,none,2023-01-01 14:19:00
861,I hope you're doing well.,none,2023-01-01 14:20:00
862,I hope you're doing well.,none,2023-01-01 14:21:00
863,Nice to meet you.,none,2023-01-01 14:22:00
864,Have a great day!,none,2023-01-01 14:23:00
865,Thank you for your help.,none,2023-01-01 14:24:00
866,That sounds like a good idea.,none,2023-01-01 14:25:00
